Région;Départements;Code commune (INSEE);Commune;nombre de redevables;patrimoine moyen en €;impôt moyen en €
ILE-DE-FRANCE                 ;HAUTS-DE-SEINE                ;92050;NANTERRE                                          ;238;2 141 268;7 753
ILE-DE-FRANCE                 ;HAUTS-DE-SEINE                ;92051;NEUILLY SUR SEINE                                 ;5 783;4 980 124;22 625
ILE-DE-FRANCE                 ;HAUTS-DE-SEINE                ;92062;PUTEAUX                                           ;322;2 281 149;8 241
ILE-DE-FRANCE                 ;HAUTS-DE-SEINE                ;92063;RUEIL MALMAISON                                   ;1 472;2 491 369;9 252
ILE-DE-FRANCE                 ;HAUTS-DE-SEINE                ;92064;SAINT CLOUD                                       ;1 332;3 216 011;15 080
ILE-DE-FRANCE                 ;HAUTS-DE-SEINE                ;92071;SCEAUX                                            ;752;2 628 978;11 352
ILE-DE-FRANCE                 ;HAUTS-DE-SEINE                ;92072;SEVRES                                            ;618;2 541 572;9 889
ILE-DE-FRANCE                 ;HAUTS-DE-SEINE                ;92073;SURESNES                                          ;589;2 509 922;10 181
ILE-DE-FRANCE                 ;HAUTS-DE-SEINE                ;92075;VANVES                                            ;338;2 356 778;8 993
ILE-DE-FRANCE                 ;PARIS                         ;75101;PARIS                                             ;734;3 536 821;16 940
ILE-DE-FRANCE                 ;PARIS                         ;75102;PARIS                                             ;483;2 608 696;9 435
ILE-DE-FRANCE                 ;PARIS                         ;75103;PARIS                                             ;1 110;3 067 424;13 793
ILE-DE-FRANCE                 ;PARIS                         ;75104;PARIS                                             ;1 215;3 471 076;15 762
ILE-DE-FRANCE                 ;PARIS                         ;75105;PARIS                                             ;2 582;2 837 795;12 617
ILE-DE-FRANCE                 ;PARIS                         ;75106;PARIS                                             ;3 925;4 048 989;20 982
ILE-DE-FRANCE                 ;PARIS                         ;75107;PARIS                                             ;5 675;5 093 870;27 874
ILE-DE-FRANCE                 ;PARIS                         ;75108;PARIS                                             ;3 025;4 134 444;22 027
ILE-DE-FRANCE                 ;PARIS                         ;75109;PARIS                                             ;1 761;2 676 108;11 298
ILE-DE-FRANCE                 ;PARIS                         ;75110;PARIS                                             ;973;2 413 039;9 144
ILE-DE-FRANCE                 ;PARIS                         ;75111;PARIS                                             ;2 076;2 475 009;10 236
ILE-DE-FRANCE                 ;PARIS                         ;75112;PARIS                                             ;2 292;2 400 524;9 518
ILE-DE-FRANCE                 ;PARIS                         ;75113;PARIS                                             ;2 016;2 470 009;9 930
ILE-DE-FRANCE                 ;PARIS                         ;75114;PARIS                                             ;3 318;2 859 164;12 075
ILE-DE-FRANCE                 ;PARIS                         ;75115;PARIS                                             ;6 602;2 631 645;11 349
ILE-DE-FRANCE                 ;PARIS                         ;75116;PARIS                                             ;14 275;4 093 874;20 727
ILE-DE-FRANCE                 ;PARIS                         ;75117;PARIS                                             ;6 076;3 068 509;14 193
ILE-DE-FRANCE                 ;PARIS                         ;75118;PARIS                                             ;1 415;2 874 464;12 563
ILE-DE-FRANCE                 ;PARIS                         ;75119;PARIS                                             ;1 029;2 430 451;9 082
ILE-DE-FRANCE                 ;PARIS                         ;75120;PARIS                                             ;1 103;2 278 988;8 828
ILE-DE-FRANCE                 ;SEINE-ET-MARNE                ;77058;BUSSY ST GEORGES                                  ;68;2 351 318;8 497
ILE-DE-FRANCE                 ;SEINE-ET-MARNE                ;77108;CHELLES                                           ;123;2 178 735;8 405
ILE-DE-FRANCE                 ;SEINE-ET-MARNE                ;77243;LAGNY SUR MARNE                                   ;93;3 034 771;12 000
ILE-DE-FRANCE                 ;SEINE-ET-MARNE                ;77284;MEAUX                                             ;134;2 391 696;10 131
ILE-DE-FRANCE                 ;SEINE-ET-MARNE                ;77288;MELUN                                             ;115;2 566 084;11 597
ILE-DE-FRANCE                 ;SEINE-ET-MARNE                ;77350;OZOIR LA FERRIERE                                 ;78;2 668 642;12 345
ILE-DE-FRANCE                 ;SEINE-ET-MARNE                ;77373;PONTAULT COMBAULT                                 ;65;2 146 863;7 836
ILE-DE-FRANCE                 ;SEINE-SAINT-DENIS             ;93001;AUBERVILLIERS                                     ;52;2 298 871;10 114
ILE-DE-FRANCE                 ;SEINE-SAINT-DENIS             ;93005;AULNAY SOUS BOIS                                  ;158;2 306 671;9 313
ILE-DE-FRANCE                 ;SEINE-SAINT-DENIS             ;93006;BAGNOLET                                          ;60;2 071 780;6 048
ILE-DE-FRANCE                 ;SEINE-SAINT-DENIS             ;93029;DRANCY                                            ;81;2 218 872;8 664
ILE-DE-FRANCE                 ;SEINE-SAINT-DENIS             ;93031;EPINAY SUR SEINE                                  ;54;2 063 337;7 401
ILE-DE-FRANCE                 ;SEINE-SAINT-DENIS             ;93032;GAGNY                                             ;118;2 219 398;8 117
ILE-DE-FRANCE                 ;SEINE-SAINT-DENIS             ;93045;LES LILAS                                         ;122;2 604 242;13 054
ILE-DE-FRANCE                 ;SEINE-SAINT-DENIS             ;93057;LES PAVILLONS SOUS BOIS                           ;88;2 105 412;7 463
ILE-DE-FRANCE                 ;SEINE-SAINT-DENIS             ;93046;LIVRY GARGAN                                      ;99;2 107 701;7 764
ILE-DE-FRANCE                 ;SEINE-SAINT-DENIS             ;93047;MONTFERMEIL                                       ;52;2 254 218;9 105
ILE-DE-FRANCE                 ;SEINE-SAINT-DENIS             ;93048;MONTREUIL SOUS BOIS                               ;230;2 287 457;8 445
ILE-DE-FRANCE                 ;SEINE-SAINT-DENIS             ;93049;NEUILLY PLAISANCE                                 ;71;1 943 513;6 510
ILE-DE-FRANCE                 ;SEINE-SAINT-DENIS             ;93051;NOISY LE GRAND                                    ;143;2 266 364;10 016
ILE-DE-FRANCE                 ;SEINE-SAINT-DENIS             ;93053;NOISY LE SEC                                      ;64;2 125 788;8 134
ILE-DE-FRANCE                 ;SEINE-SAINT-DENIS             ;93055;PANTIN                                            ;78;2 144 937;7 895
ILE-DE-FRANCE                 ;SEINE-SAINT-DENIS             ;93064;ROSNY SOUS BOIS                                   ;91;2 102 375;7 403
ILE-DE-FRANCE                 ;SEINE-SAINT-DENIS             ;93066;SAINT DENIS                                       ;53;2 367 602;8 513
ILE-DE-FRANCE                 ;SEINE-SAINT-DENIS             ;93070;SAINT OUEN                                        ;60;2 067 980;7 872
ILE-DE-FRANCE                 ;SEINE-SAINT-DENIS             ;93077;VILLEMOMBLE                                       ;185;2 491 160;9 567
ILE-DE-FRANCE                 ;VAL-D'OISE                    ;95018;ARGENTEUIL                                        ;130;2 490 482;9 275
ILE-DE-FRANCE                 ;VAL-D'OISE                    ;95127;CERGY                                             ;84;2 109 919;6 780
ILE-DE-FRANCE                 ;VAL-D'OISE                    ;95176;CORMEILLES EN PARISIS                             ;131;2 201 066;8 325
ILE-DE-FRANCE                 ;VAL-D'OISE                    ;95197;DEUIL LA BARRE                                    ;106;2 040 345;6 787
ILE-DE-FRANCE                 ;VAL-D'OISE                    ;95203;EAUBONNE                                          ;137;2 031 894;6 687
ILE-DE-FRANCE                 ;VAL-D'OISE                    ;95219;ERMONT                                            ;100;1 985 201;6 491
ILE-DE-FRANCE                 ;VAL-D'OISE                    ;95252;FRANCONVILLE                                      ;59;2 727 008;15 181
ILE-DE-FRANCE                 ;VAL-D'OISE                    ;95306;HERBLAY                                           ;106;2 378 692;10 290
ILE-DE-FRANCE                 ;VAL-D'OISE                    ;95428;MONTMORENCY                                       ;283;2 667 973;11 267
ILE-DE-FRANCE                 ;VAL-D'OISE                    ;95500;PONTOISE                                          ;87;2 477 195;10 169
ILE-DE-FRANCE                 ;VAL-D'OISE                    ;95582;SANNOIS                                           ;72;2 354 164;8 290
ILE-DE-FRANCE                 ;VAL-D'OISE                    ;95555;ST GRATIEN                                        ;125;2 358 342;8 429
ILE-DE-FRANCE                 ;VAL-D'OISE                    ;95607;TAVERNY                                           ;88;2 055 236;6 993
ILE-DE-FRANCE                 ;VAL-DE-MARNE                  ;94002;ALFORTVILLE                                       ;67;2 116 331;8 026
ILE-DE-FRANCE                 ;VAL-DE-MARNE                  ;94003;ARCUEIL                                           ;57;2 335 373;9 552
ILE-DE-FRANCE                 ;VAL-DE-MARNE                  ;94016;CACHAN                                            ;147;2 172 243;7 655
ILE-DE-FRANCE                 ;VAL-DE-MARNE                  ;94017;CHAMPIGNY SUR MARNE                               ;171;2 313 389;8 811
ILE-DE-FRANCE                 ;VAL-DE-MARNE                  ;94018;CHARENTON LE PONT                                 ;433;2 317 494;8 598
ILE-DE-FRANCE                 ;VAL-DE-MARNE                  ;94022;CHOISY LE ROI                                     ;83;2 276 997;9 064
ILE-DE-FRANCE                 ;VAL-DE-MARNE                  ;94028;CRETEIL                                           ;219;2 259 237;8 498
ILE-DE-FRANCE                 ;VAL-DE-MARNE                  ;94033;FONTENAY SOUS BOIS                                ;562;2 618 032;10 418
ILE-DE-FRANCE                 ;VAL-DE-MARNE                  ;94034;FRESNES                                           ;50;2 330 924;9 111
ILE-DE-FRANCE                 ;VAL-DE-MARNE                  ;94041;IVRY SUR SEINE                                    ;104;2 633 059;7 049
ILE-DE-FRANCE                 ;VAL-DE-MARNE                  ;94038;L'HAY LES ROSES                                   ;204;2 128 180;7 731
ILE-DE-FRANCE                 ;VAL-DE-MARNE                  ;94043;LE KREMLIN BICETRE                                ;60;2 154 653;7 456
ILE-DE-FRANCE                 ;VAL-DE-MARNE                  ;94058;LE PERREUX SUR MARNE                              ;426;2 338 962;8 540
ILE-DE-FRANCE                 ;VAL-DE-MARNE                  ;94046;MAISONS ALFORT                                    ;291;2 185 700;8 373
ILE-DE-FRANCE                 ;VAL-DE-MARNE                  ;94052;NOGENT SUR MARNE                                  ;730;2 726 342;11 946
ILE-DE-FRANCE                 ;VAL-DE-MARNE                  ;94067;SAINT MANDE                                       ;804;2 819 048;12 855
ILE-DE-FRANCE                 ;VAL-DE-MARNE                  ;94068;SAINT MAUR DES FOSSES                             ;1 566;2 605 408;10 144
ILE-DE-FRANCE                 ;VAL-DE-MARNE                  ;94071;SUCY EN BRIE                                      ;187;2 228 943;8 293
ILE-DE-FRANCE                 ;VAL-DE-MARNE                  ;94073;THIAIS                                            ;127;2 334 734;10 288
ILE-DE-FRANCE                 ;VAL-DE-MARNE                  ;94076;VILLEJUIF                                         ;96;2 324 187;8 417
ILE-DE-FRANCE                 ;VAL-DE-MARNE                  ;94079;VILLIERS SUR MARNE                                ;85;2 044 969;7 004
ILE-DE-FRANCE                 ;VAL-DE-MARNE                  ;94080;VINCENNES                                         ;1 000;2 348 477;8 796
ILE-DE-FRANCE                 ;VAL-DE-MARNE                  ;94081;VITRY SUR SEINE                                   ;146;2 058 751;7 466
ILE-DE-FRANCE                 ;YVELINES                      ;78146;CHATOU                                            ;638;2 562 482;9 896
ILE-DE-FRANCE                 ;YVELINES                      ;78172;CONFLANS-SAINTE-HONORINE                          ;106;2 324 465;8 057
ILE-DE-FRANCE                 ;YVELINES                      ;78208;ELANCOURT                                         ;67;1 961 186;6 752
ILE-DE-FRANCE                 ;YVELINES                      ;78297;GUYANCOURT                                        ;63;1 981 679;5 980
ILE-DE-FRANCE                 ;YVELINES                      ;78311;HOUILLES                                          ;135;1 951 628;6 396
ILE-DE-FRANCE                 ;YVELINES                      ;78126;LA CELLE-SAINT-CLOUD                              ;514;2 720 511;11 614
ILE-DE-FRANCE                 ;YVELINES                      ;78158;LE CHESNAY                                        ;707;2 487 835;10 429
ILE-DE-FRANCE                 ;YVELINES                      ;78358;MAISONS-LAFFITTE                                  ;599;2 487 336;9 711
ILE-DE-FRANCE                 ;YVELINES                      ;78361;MANTES-LA-JOLIE                                   ;90;2 616 238;12 390
ILE-DE-FRANCE                 ;YVELINES                      ;78423;MONTIGNY-LE-BRETONNEUX                            ;113;1 956 772;5 850
ILE-DE-FRANCE                 ;YVELINES                      ;78490;PLAISIR                                           ;107;2 366 388;8 459
ILE-DE-FRANCE                 ;YVELINES                      ;78498;POISSY                                            ;146;2 132 784;8 048
ILE-DE-FRANCE                 ;YVELINES                      ;78517;RAMBOUILLET                                       ;222;2 463 898;8 791
ILE-DE-FRANCE                 ;YVELINES                      ;78551;SAINT-GERMAIN-EN-LAYE                             ;1 188;2 602 348;10 762
ILE-DE-FRANCE                 ;YVELINES                      ;78586;SARTROUVILLE                                      ;148;2 098 624;6 886
ILE-DE-FRANCE                 ;YVELINES                      ;78640;VELIZY-VILLACOUBLAY                               ;119;1 984 793;6 391
ILE-DE-FRANCE                 ;YVELINES                      ;78646;VERSAILLES                                        ;2 587;2 649 421;11 038
LA REUNION                    ;LA REUNION                    ;97408;LA POSSESSION                                     ;69;2 102 561;6 172
LA REUNION                    ;LA REUNION                    ;97411;SAINT DENIS                                       ;502;2 416 498;10 230
LA REUNION                    ;LA REUNION                    ;97415;SAINT PAUL                                        ;268;2 526 495;8 874
LA REUNION                    ;LA REUNION                    ;97416;SAINT PIERRE                                      ;155;2 415 886;9 494
LA REUNION                    ;LA REUNION                    ;97418;SAINTE MARIE                                      ;66;2 769 799;9 283
LA REUNION                    ;LA REUNION                    ;97422;TAMPON                                            ;147;2 138 722;7 865
LANGUEDOC-ROUSSILLON          ;AUDE                          ;11069;CARCASSONNE                                       ;138;2 281 341;8 623
LANGUEDOC-ROUSSILLON          ;AUDE                          ;11262;NARBONNE                                          ;164;2 374 037;8 775
LANGUEDOC-ROUSSILLON          ;GARD                          ;30007;ALES                                              ;120;2 131 525;7 149
LANGUEDOC-ROUSSILLON          ;GARD                          ;30189;NIMES                                             ;681;2 378 146;9 304
LANGUEDOC-ROUSSILLON          ;HERAULT                       ;34003;AGDE                                              ;165;2 212 168;8 762
LANGUEDOC-ROUSSILLON          ;HERAULT                       ;34032;BEZIERS                                           ;278;2 605 697;11 396
LANGUEDOC-ROUSSILLON          ;HERAULT                       ;34145;LUNEL                                             ;58;2 278 803;8 267
LANGUEDOC-ROUSSILLON          ;HERAULT                       ;34172;MONTPELLIER                                       ;1 068;2 438 675;9 662
LANGUEDOC-ROUSSILLON          ;HERAULT                       ;34301;SETE                                              ;223;2 481 086;8 632
LANGUEDOC-ROUSSILLON          ;PYRENEES-ORIENTALES           ;66136;PERPIGNAN                                         ;442;2 472 203;10 059
LIMOUSIN                      ;CORREZE                       ;19031;BRIVE                                             ;219;2 567 761;10 581
LIMOUSIN                      ;HAUTE-VIENNE                  ;87085;LIMOGES                                           ;482;3 012 941;13 043
LORRAINE                      ;MEURTHE-ET-MOSELLE            ;54395;NANCY                                             ;631;2 639 155;11 833
LORRAINE                      ;MEURTHE-ET-MOSELLE            ;54547;VANDOEUVRE LES NANCY                              ;67;2 317 889;9 143
LORRAINE                      ;MOSELLE                       ;57463;METZ                                              ;405;2 656 106;10 692
LORRAINE                      ;MOSELLE                       ;57480;MONTIGNY LES METZ                                 ;109;2 507 529;10 403
LORRAINE                      ;MOSELLE                       ;57631;SARREGUEMINES                                     ;75;2 628 464;9 745
LORRAINE                      ;MOSELLE                       ;57672;THIONVILLE                                        ;215;2 486 648;10 362
LORRAINE                      ;VOSGES                        ;88160;EPINAL                                            ;108;2 922 839;14 186
LORRAINE                      ;VOSGES                        ;88413;SAINT DIE DES VOSGES                              ;52;2 524 964;10 097
MARTINIQUE                    ;MARTINIQUE                    ;97209;FORT DE FRANCE                                    ;91;2 899 445;12 490
MARTINIQUE                    ;MARTINIQUE                    ;97229;SCHOELCHER                                        ;53;2 748 380;12 518
MIDI-PYRENEES                 ;AVEYRON                       ;12145;MILLAU                                            ;67;2 498 838;9 498
